Price,Close,High,Low,Open,Volume
Ticker,SWK,SWK,SWK,SWK,SWK
Date,,,,,
2022-03-25,124.06441497802734,125.53539208956072,123.45449029529411,125.12279477304868,3380900
2022-03-28,126.45924377441406,127.00637628651778,122.53961695051744,124.85371772206183,3447700
2022-03-29,131.28475952148438,132.92615706420847,127.84052222831694,128.05579219145832,2952000
2022-03-30,128.33383178710938,131.5717770285922,128.13650442277225,129.6702737208142,1858500
2022-03-31,125.38289642333984,128.12753687375226,125.38289642333984,127.57142627581166,2414200
2022-04-01,126.37852478027344,127.11402031208958,124.61155629998586,126.39646736758664,1970600
2022-04-04,126.88977813720703,127.48176030679895,124.31557130514054,125.8224200791746,2035700
2022-04-05,127.00638580322266,130.82733553862937,126.53100990959871,129.2038804657419,2442600
2022-04-06,125.34703063964844,125.88519867858474,123.24819992292399,124.89856183592876,2157400
2022-04-07,124.77298736572266,125.72373901122494,122.71002819342037,124.60256703564558,1525000
2022-04-08,126.39643859863281,128.1275351964651,124.6653556869815,124.6653556869815,1565700
2022-04-11,126.46818542480469,129.69716584629293,126.20807957599197,126.36952175397644,1632000
2022-04-12,125.82244110107422,129.69721920085806,125.31119364096097,127.35621085378504,1385400
2022-04-13,126.87181854248047,127.52657914678795,125.0510363415261,125.58022623149814,1394500
2022-04-14,125.85832214355469,128.2082948649188,125.10488396923252,127.16784370348084,2198700
2022-04-18,125.7237777709961,126.32472449283259,123.78638871522779,125.10488845988797,1488400
2022-04-19,129.6613006591797,129.84966358202868,126.80006745051806,126.80006745051806,1667800
2022-04-20,129.41017150878906,132.1817057438263,129.18593708162715,130.98877694898295,2015000
2022-04-21,129.38323974609375,132.16375158599334,128.97064245704632,130.9797874674769,1554100
2022-04-22,126.90773010253906,129.49987971239773,126.80008826345048,128.0827163923589,2092800
2022-04-25,126.89873504638672,127.44586756100885,123.8670950922515,126.66553618412476,3087000
2022-04-26,123.93885040283203,127.43691580220752,123.8491648404996,125.98388104229463,2705100
2022-04-27,124.79991149902344,126.27088878509782,123.40069087156039,124.47701337836402,2391300
2022-04-28,114.0276870727539,117.30151103877154,112.29659704204924,113.82139523436413,5689300
2022-04-29,107.76705932617188,116.1444604819455,107.49797529565812,112.7540304384551,5290500
2022-05-02,110.15291595458984,111.47141545899706,106.64589313123275,107.22890400065593,3138500
2022-05-03,113.22941589355469,114.53894414400952,109.74930000233603,110.06322683581978,2761200
2022-05-04,117.4001693725586,117.84863820104054,112.02751472341033,113.18456512206473,2159900
2022-05-05,110.87047576904297,115.82157597867797,109.80311765729174,115.55249191657687,1563400
2022-05-06,108.55636596679688,111.04088716454721,107.23786648653757,111.04088716454721,2276000
2022-05-09,112.70918273925781,114.18912431317003,106.8432099808522,106.93290237274219,1951100
2022-05-10,108.96895599365234,114.18913297760058,107.63252077674007,113.36395196065416,2306400
2022-05-11,106.4754638671875,109.73134495871426,106.29607908073024,109.26494040807083,1884100
2022-05-12,108.05408477783203,109.18422818506144,105.41708577532725,106.36783753842178,1840000
2022-05-13,109.07660675048828,110.31437845489046,107.82986375199185,108.67298747644845,1485800
2022-05-16,106.23330688476562,108.9241200735948,103.83847794595788,108.9241200735948,1677700
2022-05-17,110.27848052978516,110.39508680301712,106.51134516436615,108.00922938665155,1514600
2022-05-18,104.17931365966797,108.77163023514903,103.85641554506802,108.64605950648144,1569000
