Price,Close,High,Low,Open,Volume
Ticker,EL,EL,EL,EL,EL
Date,,,,,
2022-03-25,261.4442443847656,266.8083584335077,259.2281960563574,265.26760257934626,982000
2022-03-28,264.0406799316406,264.1833371289243,258.5814516665958,263.1371649989358,1071100
2022-03-29,270.9930419921875,275.42510811562545,267.90201118071104,274.22672995922295,1210800
2022-03-30,265.50537109375,269.6330839577743,263.6507403877989,269.2811865168693,1194400
2022-03-31,258.9999084472656,265.7526290749359,258.9999084472656,264.95369079347273,1437200
2022-04-01,260.9876708984375,263.3843986218834,258.80967451164173,261.74852854957174,1190200
2022-04-04,264.9917297363281,265.92380500364146,258.91430177889845,260.90206918406005,1293900
2022-04-05,259.3232727050781,263.2417448057461,258.2675514989094,260.6833195606757,1016200
2022-04-06,251.7812042236328,255.47139640998824,248.27169181578802,255.47139640998824,2039900
2022-04-07,253.95913696289062,258.0963695345524,250.07871635265792,254.76756638893994,1789300
2022-04-08,253.59776306152344,257.22140094424395,253.22682532910775,254.5488497294262,1078900
2022-04-11,249.45101928710938,253.00807426816317,247.805628842066,251.08688957716726,1314500
2022-04-12,249.8505096435547,256.47006552996856,248.43337059918505,252.21870644659015,1286400
2022-04-13,253.54067993164062,254.56786982244117,249.59367592824154,250.94423181433478,967500
2022-04-14,250.96324157714844,257.4591799582185,250.7920529380076,253.94014757661256,1552800
2022-04-18,251.2010040283203,253.2648748517313,249.56513381191033,250.2403972136381,1091500
2022-04-19,261.13037109375,262.7091785535333,249.5461416516327,249.5461416516327,1780800
2022-04-20,264.6494140625,271.8110962837821,264.23093356146677,269.2812019911229,1571800
2022-04-21,258.64801025390625,269.7376543725875,257.93469531004536,267.1507267067169,948600
2022-04-22,251.12496948242188,262.4619080056408,250.64942607734034,260.08419098023313,1495500
2022-04-25,255.1005096435547,255.63311594415217,245.15214957005657,250.17388685059467,1404600
2022-04-26,242.308349609375,253.06512277426498,242.308349609375,252.94150589078845,1352000
2022-04-27,246.94020080566406,250.23095314158493,242.70785276223984,242.8980672275499,1442500
2022-04-28,259.0093994140625,261.27299015211815,249.29881341474672,249.47000203572753,1482500
