Price,Close,High,Low,Open,Volume
Ticker,FOX,FOX,FOX,FOX,FOX
Date,,,,,
2022-03-25,36.11122131347656,36.55998699923455,35.89161358109387,35.89161358109387,712800
2022-03-28,35.58607482910156,36.1303209129074,35.14685933030078,36.0443871290253,450400
2022-03-29,35.86296463012695,36.09211890555233,35.58606654184155,35.958444971163935,449300
2022-03-30,35.16595458984375,36.034838969965506,35.03705209850015,35.8343243881357,1174700
2022-03-31,34.64079284667969,35.51922722391796,34.6026028981973,35.03226804676922,679700
2022-04-01,34.535770416259766,35.075244997095815,34.28751930219715,34.9654393082356,770900
2022-04-04,34.764923095703125,34.77446967303475,33.64778778848097,34.44983505097698,617100
2022-04-05,33.94377899169922,34.90814720630135,33.78146168088314,34.56441214534778,758700
2022-04-06,34.0106201171875,34.07745709361578,33.53321106136151,33.924686341445145,974500
2022-04-07,33.73372268676758,34.153841307959176,33.17992648205246,33.89604000324783,693800
2022-04-08,34.144287109375,34.4020883840466,33.75281190909767,33.75281190909767,740700
2022-04-11,33.90558624267578,34.650346774082,33.79100910028316,34.125197592245684,726100
2022-04-12,34.00107192993164,34.459384164758376,33.74327061490251,34.08700570160802,750400
2022-04-13,34.306610107421875,34.39254387080112,34.02016544360489,34.067905613850805,608500
2022-04-14,34.230224609375,34.75537743500488,34.19203465669967,34.36390219193459,1431500
2022-04-18,34.344810485839844,34.53577120455038,34.087009144769944,34.287520084821345,719600
2022-04-19,34.564414978027344,34.698088925499555,34.125199538520974,34.49757800429124,667900
2022-04-20,34.831756591796875,34.95588393878384,33.418626535381684,34.497571783379556,925000
2022-04-21,34.258872985839844,35.38555858714528,34.17293921481343,35.022726704773575,1353800
2022-04-22,33.73372268676758,34.287515249140974,33.60482021324105,34.16338788561143,782800
2022-04-25,33.59049606323242,33.74326679086154,32.979413152715956,33.53320567449346,1093500
2022-04-26,32.47336196899414,33.47592388757828,32.43517201318508,33.35179651475836,1104800
2022-04-27,32.253753662109375,32.70251932644505,31.747701243921103,32.511554981471875,1202700
2022-04-28,32.38742446899414,32.8361900897952,32.139173394251124,32.425618062752015,860600
2022-04-29,31.73815155029297,32.61658235166365,31.661764362865135,32.35878105760706,802500
2022-05-02,32.33013916015625,32.435169726495964,31.80498997079944,31.910016894797412,994300
2022-05-03,32.11053466796875,32.611811999817704,31.900473514236555,32.39697937793131,877500
2022-05-04,32.81709289550781,32.86483306595624,31.929111884269226,32.043692664155294,569300
2022-05-05,32.19646453857422,32.81709406113085,32.02459700498213,32.53064938592458,931900
2022-05-06,30.611467361450195,32.12007795524682,30.277278865453376,32.04369440684354,1387800
2022-05-09,29.18878746032715,30.522667662582688,29.0933052912133,30.353666645408474,2421800
2022-05-10,28.549060821533203,29.551620919087167,27.65153129773839,29.49433052185254,1879600
2022-05-11,29.179237365722656,29.7807737213656,28.59679962819776,28.59679962819776,1747300
2022-05-12,29.46568489074707,29.608907230537394,28.491770066299512,29.121949818313613,2057500
2022-05-13,29.828516006469727,30.114962517466232,29.503877720042905,29.952643374252823,1216700
2022-05-16,29.704391479492188,29.943096002930933,29.48478193383859,29.780776854145746,829100
2022-05-17,30.525531768798828,30.716494282129595,29.97173738414914,29.98128578299131,2167200
2022-05-18,29.49432945251465,30.39185894376889,29.398849102927308,30.353667168168144,1163400
2022-05-19,29.398847579956055,29.70438905361757,29.112401082520254,29.370202383861223,1045600
2022-05-20,29.542070388793945,29.847611867323774,29.198335314862454,29.637552556127233,1005100
2022-05-23,30.19135093688965,30.38231347565804,29.437043718416835,29.99083817683606,1718300
2022-05-24,28.644540786743164,29.990834058026426,28.48222164943812,29.990834058026426,1861600
2022-05-25,29.37975311279297,29.55162066065183,28.6254459463393,28.6254459463393,1204600
2022-05-26,30.37276268005371,30.43005307621975,29.437041396726634,29.49432997172171,934100
2022-05-27,31.213001251220703,31.270291646396103,30.31547358085729,30.41095575164536,872700
2022-05-31,31.232093811035156,31.394414754165588,30.93610258198655,31.241644030105906,2440800
2022-06-01,30.69740104675293,31.499448335695295,30.153153241193504,31.413514567510695,1729600
