Price,Close,High,Low,Open,Volume
Ticker,GS,GS,GS,GS,GS
Date,,,,,
2022-03-25,311.4655456542969,315.470877268962,309.61055942844774,311.4101746125888,1580800
2022-03-28,309.4443664550781,312.397619619718,305.9466408593522,312.07460315416216,2182600
2022-03-29,313.4682312011719,317.47356288812404,310.7641753464731,316.0615449704559,2378700
2022-03-30,309.7120361328125,313.6527584610118,307.90318321413383,312.8590881574172,2650200
2022-03-31,304.6454162597656,310.551895413368,304.6454162597656,310.2104312679408,2632000
2022-04-01,304.7561340332031,308.39231569296226,302.3104860042565,308.1800412737284,2444800
2022-04-04,302.9011535644531,306.27892803861863,300.73236048023705,304.55313146659836,2569400
2022-04-05,298.9788513183594,304.3131439508968,298.53588301058295,302.11666554379684,2573900
2022-04-06,291.87261962890625,295.8963985032802,291.40193765289666,295.32421234814547,3151300
2022-04-07,289.9253234863281,291.4757689087178,284.43415557428654,290.70978409213774,3562600
2022-04-08,296.6070861816406,298.7204801240548,288.86403977549605,289.3993026006724,3294200
2022-04-11,296.025634765625,303.5379302387435,294.42902800422263,295.88717900103126,2747700
2022-04-12,295.1212158203125,301.89521247934044,293.4877136885423,296.8746979358986,2365200
2022-04-13,297.142333984375,297.75144361525327,290.45139410420273,291.4481010319852,3022900
2022-04-14,296.8377380371094,307.349418710232,294.4289854828493,303.1410512836007,5460900
2022-04-18,304.4423828125,307.00801104112105,295.92411405880114,295.92411405880114,3653400
2022-04-19,310.0442810058594,311.1978911775372,304.98684387407184,304.98684387407184,2774800
2022-04-20,314.7602844238281,318.3041721507764,311.4748042968349,312.02854291511477,3040100
2022-04-21,308.5215148925781,320.5652228362327,307.6539977289072,317.7780824389574,3097800
2022-04-22,295.11187744140625,306.86025149493383,294.8350223148023,306.68490052664936,3125200
2022-04-25,296.6347351074219,297.3176633570197,288.62404419483704,291.98337073306817,3093600
2022-04-26,288.97479248046875,296.800895741901,288.67946145226745,293.4323589341612,2791700
2022-04-27,289.0762939453125,294.6228331234804,288.0703491420697,288.0703491420697,2469300
2022-04-28,293.8568115234375,294.7335383443843,288.07952284319794,292.6662779551172,2176000
2022-04-29,281.9330749511719,294.47512077459515,281.2132233640982,292.78624795410644,3129600
2022-05-02,286.48297119140625,287.35969809431043,278.90603869178557,282.2284418881969,2968100
2022-05-03,290.39599609375,294.88121909871614,287.3135529735473,287.49811370968587,2606200
2022-05-04,299.1172180175781,299.7540129946749,288.09796114035015,291.475706456724,2629400
2022-05-05,288.9285888671875,295.9517539021245,284.8863344179715,295.7856408008907,2622100
2022-05-06,288.82708740234375,289.5192535624481,282.45916436224616,288.1995301766176,2375600
2022-05-09,285.07098388671875,289.57465518610553,281.46248721120526,285.09866940947444,3234000
2022-05-10,281.5362243652344,290.84816134669046,277.46628471269554,287.6826621161518,2798400
2022-05-11,278.29693603515625,286.9351845613365,277.789358771565,281.5362827530131,2320600
2022-05-12,276.3219909667969,279.53365240952445,271.2368673902239,276.8664916873975,3408300
2022-05-13,283.3173828125,285.75382069182933,280.1611215720954,280.21649259987043,2152500
