Price,Close,High,Low,Open,Volume
Ticker,MNST,MNST,MNST,MNST,MNST
Date,,,,,
2022-03-25,39.349998474121094,39.6349983215332,39.029998779296875,39.529998779296875,3413200
2022-03-28,40.0099983215332,40.040000915527344,39.27000045776367,39.58000183105469,3321600
2022-03-29,41.290000915527344,41.790000915527344,40.32500076293945,40.709999084472656,5138400
2022-03-30,40.029998779296875,41.084999084472656,39.79999923706055,40.88999938964844,3895400
2022-03-31,39.95000076293945,40.48500061035156,39.935001373291016,40.21500015258789,5368600
2022-04-01,41.07500076293945,41.125,40.040000915527344,40.13999938964844,4550200
2022-04-04,41.29999923706055,41.3849983215332,40.56999969482422,40.97999954223633,4254200
2022-04-05,40.95000076293945,41.44499969482422,40.744998931884766,41.32500076293945,3998800
2022-04-06,40.40999984741211,40.90999984741211,39.58000183105469,40.51499938964844,4929600
2022-04-07,40.88999938964844,41.15999984741211,40.09000015258789,40.31999969482422,5247400
2022-04-08,40.810001373291016,41.560001373291016,40.2599983215332,40.83000183105469,6990600
2022-04-11,41.084999084472656,41.540000915527344,40.560001373291016,40.73500061035156,5691600
2022-04-12,41.345001220703125,41.709999084472656,41.02000045776367,41.314998626708984,5973200
2022-04-13,42.005001068115234,42.279998779296875,41.2400016784668,41.2400016784668,5956800
2022-04-14,41.29499816894531,42.244998931884766,40.95000076293945,42.060001373291016,12559600
2022-04-18,41.220001220703125,41.415000915527344,40.8650016784668,41.029998779296875,4421000
2022-04-19,41.900001525878906,41.9900016784668,41.025001525878906,41.185001373291016,3784200
2022-04-20,42.67499923706055,42.78499984741211,41.96500015258789,42.244998931884766,4205200
2022-04-21,43.439998626708984,44.01499938964844,42.904998779296875,43.01499938964844,8538200
2022-04-22,42.82500076293945,43.470001220703125,42.595001220703125,43.25,7973800
2022-04-25,43.34000015258789,43.39500045776367,41.810001373291016,42.82500076293945,7005200
2022-04-26,43.130001068115234,43.52000045776367,42.869998931884766,42.91999816894531,8401200
2022-04-27,43.375,43.709999084472656,42.8650016784668,42.994998931884766,7378600
2022-04-28,43.904998779296875,43.994998931884766,42.689998626708984,43.43000030517578,5333800
