Price,Close,High,Low,Open,Volume
Ticker,EMR,EMR,EMR,EMR,EMR
Date,,,,,
2022-03-25,92.36133575439453,92.42696630130513,91.38624823372773,91.65814825755537,2136000
2022-03-28,92.08942413330078,92.1081726501171,90.78618404220433,91.52687563731254,2184300
2022-03-29,92.87699890136719,93.14889891526428,90.52366998152799,92.57697253313466,2913400
2022-03-30,92.802001953125,93.71145178240542,92.43633787032597,92.5301019266911,1596100
2022-03-31,91.9300537109375,93.75833844942385,91.88317168043537,92.62386341256905,2786700
2022-04-01,92.2769546508789,93.17703383834957,91.61127130868269,92.89576311593635,2413900
2022-04-04,92.1644515991211,92.53947923867332,91.08622925242416,91.95818210545114,2633400
2022-04-05,90.53304290771484,92.436335898968,90.13925963087482,92.08005681323556,2741900
2022-04-06,90.17677307128906,90.72057316833623,88.92040757649713,89.44545915266401,2839200
2022-04-07,89.90486145019531,90.18613929954978,88.92039613064752,89.59545724654397,2853100
2022-04-08,88.6672592163086,90.21427321096357,88.17971901020555,90.12988698781118,3660300
2022-04-11,87.36402130126953,88.99541441069927,87.15775180922333,88.7422700406749,2798200
2022-04-12,87.0264892578125,88.54537691226818,86.63270595401814,87.74842531476884,2193300
2022-04-13,87.48590087890625,87.86093565288617,86.68895645494479,87.06399122892469,2020200
2022-04-14,87.0639877319336,88.09532795405877,86.87647392907195,87.74841955025236,5320000
2022-04-18,88.10470581054688,88.62975018123542,86.84834044086531,86.84834044086531,2051900
2022-04-19,89.71736145019531,89.89549743920163,88.29223061898101,88.73289597924867,2314800
2022-04-20,91.07683563232422,91.47999671285143,90.48616076451607,90.49553144664539,2055400
2022-04-21,90.6736831665039,92.84887621030832,90.43928733353708,91.86441800376355,2217600
2022-04-22,87.7577896118164,90.31739499795934,87.63590636607339,90.04549500066265,2565500
2022-04-25,86.45455932617188,87.19525102660906,84.00746622510513,87.11087195914833,2635500
2022-04-26,84.07308197021484,86.66081354795044,84.05433345403351,85.88261779237322,2508900
2022-04-27,84.95442962646484,85.7888782525125,83.94183787130811,84.23248642663899,1992000
2022-04-28,86.54830932617188,86.78270514356758,84.52313318353309,85.58259970301236,2320500
2022-04-29,84.55127716064453,86.75459687277699,84.37313401327069,86.2483009432888,2975000
2022-05-02,84.78565979003906,85.74199162763898,82.88236679772655,84.16685136620914,3409900
2022-05-03,84.8325424194336,85.36696462871984,83.35115904871273,84.22311182735798,3330500
2022-05-04,85.63886260986328,86.01389739300208,78.2132039471279,80.40715277891407,5737200
2022-05-05,83.66056060791016,86.09827574566017,82.69484380482805,85.56385355333347,2973100
2022-05-06,82.51670837402344,83.34177910425512,81.27909870207944,83.34177910425512,3262300
2022-05-09,79.14140319824219,81.33534450407039,78.69136010430208,81.15720140287856,4179300
2022-05-10,78.3913345336914,80.21961897327321,77.93192075329256,79.84459140334326,3286500
